Date,Description,Amount,Category,PaymentMethod,Month
12-08-2025,Snapdeal,8853.21,Online Shopping,Net Banking,August
16-07-2025,Apple Store,77660.99,Electronics,Net Banking,July
02-07-2025,Pepperfry,16910.2,Online Shopping,UPI,July
12-04-2025,Allen Solly,3472.43,Clothing,Net Banking,April
06-10-2025,Nature's Basket,1267.28,Grocery,UPI,October
23-06-2025,Ola,1504.8,Transport,Debit Card,June
13-03-2025,Woodland,6784.91,Clothing,Credit Card,March
26-05-2025,AirAsia,17359.09,Travel,Net Banking,May
10-08-2025,Allen Solly,2073.43,Clothing,Credit Card,August
07-09-2025,Vistara,21249.98,Travel,Debit Card,September
14-10-2025,Goibibo,637.01,Travel,Net Banking,October
16-03-2025,Meesho,13379.74,Online Shopping,Debit Card,March
08-07-2025,IndiGo,645.72,Travel,Credit Card,July
02-09-2025,Samsung Store,131791.02,Electronics,UPI,September
08-02-2025,Air India,17890.12,Travel,Net Banking,February
25-05-2025,Property Tax Online,904.58,Bills,Debit Card,May
17-06-2025,RedBus,1838.98,Transport,Net Banking,June
25-08-2025,PharmEasy,12568.29,Healthcare,Net Banking,August
18-09-2025,Burger King,862.68,Food,UPI,September
04-03-2025,Biba,703.04,Clothing,UPI,March
18-08-2025,AirAsia,5058.31,Travel,Net Banking,August
23-06-2025,Tata Cliq,14791.89,Online Shopping,Debit Card,June
21-12-2025,Starbucks,315.03,Food,Net Banking,December
09-01-2025,Puma,5912.64,Clothing,Debit Card,January
18-02-2025,Reliance Digital,19881.19,Electronics,Credit Card,February
19-04-2025,Fortis,17319.26,Healthcare,Credit Card,April
23-04-2025,IRCTC,14184.12,Travel,Debit Card,April
06-09-2025,Goibibo,17686.79,Travel,Net Banking,September
23-04-2025,DMart,2993.96,Grocery,Net Banking,April
20-05-2025,Kauvery,12846.82,Healthcare,Credit Card,May
14-03-2025,Biba,6330.6,Clothing,Debit Card,March
07-04-2025,PharmEasy,17378.93,Healthcare,Net Banking,April
14-08-2025,Allen Solly,3444.23,Clothing,UPI,August
27-08-2025,US Polo,1911.73,Clothing,Debit Card,August
19-01-2025,Zee5,364.94,Entertainment,Credit Card,January
10-05-2025,Tata Cliq,8315.83,Online Shopping,Net Banking,May
25-05-2025,Airtel,2374.79,Bills,Net Banking,May
05-04-2025,Nike,6706.76,Clothing,Credit Card,April
22-09-2025,More Supermarket,4944.64,Grocery,Credit Card,September
17-08-2025,KFC,356.24,Food,Net Banking,August
24-01-2025,TNEB,570.26,Bills,UPI,January
28-08-2025,Ajio,4660.59,Online Shopping,Debit Card,August
12-01-2025,Chai Point,362.03,Food,Credit Card,January
12-07-2025,Yulu Bikes,1258.32,Transport,Debit Card,July
27-12-2025,IRCTC,9349.01,Travel,Net Banking,December
14-04-2025,H&M,4321.91,Clothing,Debit Card,April
24-02-2025,Ajio,5767.52,Online Shopping,Net Banking,February
05-08-2025,More Supermarket,1707,Grocery,Debit Card,August
08-09-2025,IRCTC,25260.5,Travel,Credit Card,September
30-01-2025,BSNL,5054.85,Bills,Debit Card,January
26-11-2025,Croma,13015.63,Electronics,Credit Card,November
24-02-2025,Hotstar,738.66,Entertainment,Net Banking,February
15-08-2025,Vistara,9939.41,Travel,Credit Card,August
20-04-2025,Uber,1095.32,Transport,Debit Card,April
24-01-2025,Mi Store,79557.35,Electronics,Net Banking,January
28-06-2025,SonyLiv,877,Entertainment,UPI,June
11-04-2025,AirAsia,7733.8,Travel,Credit Card,April
30-08-2025,Boat Lifestyle,14131.39,Electronics,UPI,August
19-07-2025,Starbucks,651.01,Food,Debit Card,July
20-09-2025,SonyLiv,447.98,Entertainment,Net Banking,September
10-03-2025,TNEB,2869.21,Bills,Net Banking,March
20-12-2025,US Polo,7351.62,Clothing,Debit Card,December
18-01-2025,Goibibo,18781.06,Travel,Debit Card,January
18-03-2025,Barbeque Nation,1079.56,Food,Net Banking,March
10-06-2025,A2B,994.3,Food,Credit Card,June
01-06-2025,Lenskart,19174.23,Online Shopping,Debit Card,June
11-08-2025,BSNL,1052.35,Bills,Debit Card,August
08-04-2025,Snapdeal,15641.11,Online Shopping,Net Banking,April
25-01-2025,Jio Fiber,2232.88,Bills,UPI,January
13-02-2025,Noise,146242.21,Electronics,Debit Card,February
12-11-2025,IndiGo,17614.68,Travel,UPI,November
07-05-2025,Zara,6593.23,Clothing,UPI,May
19-06-2025,Nature's Basket,4591.08,Grocery,Credit Card,June
20-07-2025,BigBazaar,4652.42,Grocery,Credit Card,July
07-07-2025,Subway,207.38,Food,Net Banking,July
06-12-2025,Uber,277.66,Transport,Credit Card,December
17-10-2025,Star Bazaar,1226.08,Grocery,UPI,October
21-06-2025,Yulu Bikes,1859.92,Transport,UPI,June
09-03-2025,Reliance Digital,59539.88,Electronics,Net Banking,March
22-09-2025,Cream Stone,385.89,Food,Debit Card,September
03-09-2025,Yatra,24862.99,Travel,Net Banking,September
26-03-2025,Apple Store,4672.95,Electronics,Debit Card,March
15-08-2025,Flipkart,8857.51,Online Shopping,UPI,August
07-11-2025,Levis,5773.41,Clothing,Debit Card,November
20-01-2025,Amazon Prime,345.99,Entertainment,Net Banking,January
14-06-2025,A2B,235.68,Food,Credit Card,June
10-03-2025,Gaana,745.12,Entertainment,Net Banking,March
07-06-2025,Zee5,835.25,Entertainment,Net Banking,June
18-05-2025,Ola,1815.79,Transport,Debit Card,May
15-04-2025,Aster,9395.38,Healthcare,Net Banking,April
12-05-2025,Air India,20586.06,Travel,Debit Card,May
10-12-2025,Pepperfry,10360.62,Online Shopping,UPI,December
05-06-2025,AirAsia,24792.07,Travel,Net Banking,June
21-04-2025,Nature's Basket,3824.03,Grocery,Debit Card,April
01-06-2025,Spencers,3509.88,Grocery,Debit Card,June
22-06-2025,IndiGo,27326.08,Travel,UPI,June
17-01-2025,Wrogn,6973.86,Clothing,Credit Card,January
20-04-2025,Apple Store,94947.9,Electronics,Credit Card,April
18-08-2025,RedBus,776.13,Transport,Credit Card,August
17-04-2025,Max Fashion,2863.36,Clothing,Credit Card,April
10-09-2025,Myntra,10413.28,Online Shopping,Debit Card,September
17-07-2025,OYO,2967.06,Travel,Credit Card,July
20-04-2025,Ola,920.01,Transport,UPI,April
11-12-2025,AirAsia,24876.32,Travel,Net Banking,December
14-06-2025,Vodafone Idea,5276.3,Bills,UPI,June
20-04-2025,Chai Point,146.59,Food,Net Banking,April
22-03-2025,ACT Fibernet,3449.75,Bills,UPI,March
20-08-2025,Mi Store,61262.59,Electronics,Credit Card,August
03-11-2025,Apollo Pharmacy,19959.97,Healthcare,Credit Card,November
29-04-2025,McDonalds,1191.74,Food,UPI,April
19-11-2025,Aha,530.69,Entertainment,Credit Card,November
21-06-2025,Woodland,2503.3,Clothing,UPI,June
15-09-2025,Barbeque Nation,1161.55,Food,Credit Card,September
12-05-2025,Apple Music,212.79,Entertainment,UPI,May
11-05-2025,MedPlus,16518.09,Healthcare,Debit Card,May
05-02-2025,Nature's Basket,1105.22,Grocery,Debit Card,February
13-04-2025,Metro Rail,497.67,Transport,Credit Card,April
25-01-2025,Goibibo,28534.39,Travel,UPI,January
18-05-2025,Netmeds,17752.72,Healthcare,Debit Card,May
13-04-2025,OYO,11901.64,Travel,UPI,April
29-11-2025,Puma,3538.15,Clothing,Debit Card,November
04-08-2025,Amazon Prime,801.64,Entertainment,Debit Card,August
29-06-2025,Burger King,674.68,Food,Net Banking,June
31-12-2025,Star Bazaar,1222.79,Grocery,Net Banking,December
07-06-2025,Netflix,744.82,Entertainment,Debit Card,June
23-05-2025,YouTube Premium,152.7,Entertainment,Debit Card,May
24-10-2025,Croma,7645.24,Electronics,Credit Card,October
20-08-2025,Paradise Biryani,1206.33,Food,Net Banking,August
12-08-2025,Spotify,521.01,Entertainment,Credit Card,August
15-04-2025,Lenskart,4339.9,Online Shopping,Debit Card,April
19-12-2025,Samsung Store,85147.97,Electronics,Credit Card,December
21-12-2025,Tata Cliq,19129.99,Online Shopping,Debit Card,December
04-01-2025,Airtel,708.03,Bills,Debit Card,January
09-06-2025,Water Board,1846.73,Bills,Credit Card,June
06-09-2025,Nike,2003.49,Clothing,Net Banking,September
14-09-2025,IndiGo,10977.16,Travel,Debit Card,September
16-09-2025,AirAsia,5006.35,Travel,Debit Card,September
30-11-2025,Property Tax Online,4281.98,Bills,Net Banking,November
15-07-2025,Nilgiris,3147.08,Grocery,Debit Card,July
13-10-2025,Zee5,210.54,Entertainment,Debit Card,October
26-04-2025,OnePlus,109124.13,Electronics,Credit Card,April
26-10-2025,AirAsia,8681.09,Travel,Net Banking,October
14-01-2025,Apple Music,133,Entertainment,UPI,January
01-11-2025,SonyLiv,279.45,Entertainment,Net Banking,November
11-10-2025,Spotify,316.46,Entertainment,UPI,October
05-03-2025,CloudNine,9430.09,Healthcare,Debit Card,March
03-05-2025,Jio Fiber,5264.96,Bills,Net Banking,May
30-04-2025,Vivo Store,25307.36,Electronics,Debit Card,April
04-05-2025,Property Tax Online,3894.78,Bills,Debit Card,May
12-08-2025,Spencers,1099.24,Grocery,Net Banking,August
19-05-2025,TSRTC,504.93,Transport,Net Banking,May
18-09-2025,Zee5,800.61,Entertainment,Credit Card,September
05-12-2025,CloudNine,10377.31,Healthcare,Debit Card,December
09-10-2025,Puma,5481.39,Clothing,Credit Card,October
06-04-2025,OnePlus,101717.97,Electronics,UPI,April
02-04-2025,Jio Fiber,463.68,Bills,Credit Card,April
06-02-2025,TNEB,2588.63,Bills,UPI,February
10-12-2025,HP World,100023.31,Electronics,Net Banking,December
18-09-2025,CloudNine,4551.49,Healthcare,Credit Card,September
21-08-2025,Booking.com,15255.35,Travel,UPI,August
21-11-2025,Mi Store,53497.25,Electronics,Credit Card,November
03-08-2025,Levis,4003.98,Clothing,Debit Card,August
10-06-2025,Burger King,402.31,Food,UPI,June
07-09-2025,Meru Cabs,1178.49,Transport,Debit Card,September
21-03-2025,Property Tax Online,2686.5,Bills,Net Banking,March
14-11-2025,Reliance Digital,71195.72,Electronics,Credit Card,November
10-02-2025,Meesho,2899.28,Online Shopping,Credit Card,February
16-12-2025,Ola,1868.42,Transport,UPI,December
08-08-2025,Boat Lifestyle,106877.23,Electronics,Net Banking,August
01-01-2025,JioMart,4198.03,Grocery,Credit Card,January
16-05-2025,Gaana,661.85,Entertainment,Net Banking,May
04-07-2025,Meru Cabs,1603.79,Transport,Net Banking,July
18-01-2025,Dell Exclusive,39239.39,Electronics,Net Banking,January
16-06-2025,Ola,1425.93,Transport,Net Banking,June
01-01-2025,BMTC,863.68,Transport,UPI,January
08-02-2025,Woodland,1934.4,Clothing,Credit Card,February
07-11-2025,Nykaa,13298.55,Online Shopping,Credit Card,November
25-05-2025,Croma,41636.74,Electronics,Net Banking,May
10-02-2025,Snapdeal,5128.82,Online Shopping,Net Banking,February
02-10-2025,H&M,533.58,Clothing,Net Banking,October
18-05-2025,Meru Cabs,677.19,Transport,UPI,May
19-10-2025,Barbeque Nation,986.27,Food,Credit Card,October
15-06-2025,SonyLiv,579.93,Entertainment,Net Banking,June
06-04-2025,Max Fashion,4405.96,Clothing,Net Banking,April
24-03-2025,Levis,4233.95,Clothing,Net Banking,March
19-03-2025,Apollo Pharmacy,3794.16,Healthcare,UPI,March
27-03-2025,Cream Stone,585.17,Food,Net Banking,March
24-11-2025,Starbucks,624.66,Food,UPI,November
27-12-2025,Vistara,14448.81,Travel,UPI,December
01-11-2025,Samsung Store,75811.51,Electronics,Debit Card,November
25-09-2025,Apple Store,60321.93,Electronics,Credit Card,September
12-12-2025,Fortis,5244.13,Healthcare,Debit Card,December
06-11-2025,Booking.com,23541.71,Travel,UPI,November
15-03-2025,Ajio,7219.14,Online Shopping,Debit Card,March
02-07-2025,Gas Agency,2143.18,Bills,Net Banking,July
19-05-2025,McDonalds,1357.82,Food,UPI,May
18-06-2025,Reliance Fresh,631.66,Grocery,Credit Card,June
18-08-2025,Nilgiris,3747.49,Grocery,Debit Card,August
19-10-2025,Ajio,7304.85,Online Shopping,Debit Card,October
01-05-2025,Ola,1301.46,Transport,UPI,May
17-12-2025,H&M,6003.79,Clothing,Debit Card,December
30-10-2025,Aster,6794.18,Healthcare,Net Banking,October
04-08-2025,PharmEasy,9959.83,Healthcare,UPI,August
21-08-2025,DMart,743.28,Grocery,Net Banking,August
01-08-2025,ACT Fibernet,5473.5,Bills,Credit Card,August
07-07-2025,Lenskart,17938.78,Online Shopping,Net Banking,July
02-08-2025,Vivo Store,5518.31,Electronics,UPI,August
28-03-2025,Airtel,4150.14,Bills,Debit Card,March
10-09-2025,HP World,70563.64,Electronics,Credit Card,September
17-07-2025,Allen Solly,5934.38,Clothing,UPI,July
17-11-2025,Puma,2905.34,Clothing,Credit Card,November
21-12-2025,Tata Cliq,1327.8,Online Shopping,UPI,December
27-05-2025,Barbeque Nation,516.9,Food,Credit Card,May
02-06-2025,JioMart,1855,Grocery,Credit Card,June
20-02-2025,JioMart,3888.84,Grocery,Credit Card,February
10-06-2025,Apple Music,483.05,Entertainment,Net Banking,June
21-01-2025,Vodafone Idea,2115.45,Bills,UPI,January
25-06-2025,IRCTC,11331.33,Travel,UPI,June
11-04-2025,Aha,533.35,Entertainment,UPI,April
27-06-2025,Spotify,360.35,Entertainment,UPI,June
23-09-2025,SonyLiv,232.65,Entertainment,Credit Card,September
27-12-2025,Jio Fiber,3207.65,Bills,Net Banking,December
02-09-2025,Apple Store,3476.77,Electronics,Net Banking,September
28-03-2025,Property Tax Online,4012.24,Bills,UPI,March
27-09-2025,Property Tax Online,1936,Bills,UPI,September
04-07-2025,Netmeds,5336.76,Healthcare,UPI,July
18-09-2025,Ola,1857.53,Transport,Net Banking,September
11-05-2025,SonyLiv,198.05,Entertainment,Credit Card,May
17-11-2025,Fortis,17672.44,Healthcare,Net Banking,November
08-10-2025,Levis,4202.97,Clothing,UPI,October
12-08-2025,Property Tax Online,979.6,Bills,Credit Card,August
17-07-2025,Starbucks,776.43,Food,Debit Card,July
24-09-2025,Kauvery,17378.77,Healthcare,Debit Card,September
31-08-2025,Flipkart,4289.96,Online Shopping,Net Banking,August
03-04-2025,Nykaa,3313.93,Online Shopping,UPI,April
28-03-2025,Woodland,5596.62,Clothing,Net Banking,March
03-10-2025,US Polo,2799.37,Clothing,Net Banking,October
23-10-2025,Dominos,1252.43,Food,Credit Card,October
07-04-2025,Meru Cabs,397.79,Transport,UPI,April
07-11-2025,Snapdeal,10606.63,Online Shopping,UPI,November
30-12-2025,Vistara,20544.69,Travel,Credit Card,December
21-03-2025,Spotify,299.37,Entertainment,Net Banking,March
21-11-2025,Flipkart,19113.45,Online Shopping,Debit Card,November
28-08-2025,Reliance Fresh,2938.68,Grocery,Net Banking,August
08-09-2025,Snapdeal,1629.64,Online Shopping,Debit Card,September
17-01-2025,Puma,7885.96,Clothing,Net Banking,January
11-02-2025,MakeMyTrip,24570.52,Travel,Net Banking,February
27-04-2025,Apollo Hospital,9751.27,Healthcare,Net Banking,April
17-06-2025,Tata Cliq,13236.22,Online Shopping,Debit Card,June
18-05-2025,Flipkart,6497.12,Online Shopping,Credit Card,May
01-06-2025,Croma,14756.78,Electronics,Net Banking,June
11-12-2025,Dell Exclusive,54113.41,Electronics,Net Banking,December
09-12-2025,Asus Store,10251.95,Electronics,Debit Card,December
10-02-2025,SonyLiv,774.96,Entertainment,Debit Card,February
13-12-2025,Snapdeal,19841.89,Online Shopping,UPI,December
20-01-2025,AirAsia,14181.93,Travel,Net Banking,January
24-08-2025,Vodafone Idea,2018.63,Bills,UPI,August
28-08-2025,More Supermarket,3808.69,Grocery,UPI,August
30-01-2025,Flipkart,6495.11,Online Shopping,Net Banking,January
05-06-2025,Netmeds,18283.93,Healthcare,UPI,June
12-11-2025,Metro Rail,1479.82,Transport,UPI,November
22-08-2025,RedBus,1976.82,Transport,Net Banking,August
15-02-2025,Dell Exclusive,43427.79,Electronics,Net Banking,February
21-10-2025,Gas Agency,2230.57,Bills,UPI,October
19-02-2025,Vistara,18118.68,Travel,Debit Card,February
11-07-2025,JioMart,4493.99,Grocery,Debit Card,July
14-03-2025,Amazon,11725.73,Online Shopping,Credit Card,March
05-01-2025,Apollo Pharmacy,11102.86,Healthcare,UPI,January
21-11-2025,Croma,42058.8,Electronics,Credit Card,November
11-04-2025,Rapido,1373.91,Transport,Debit Card,April
17-12-2025,Snapdeal,438.2,Online Shopping,Credit Card,December
24-10-2025,Nike,4961.49,Clothing,Net Banking,October
15-06-2025,KFC,893.4,Food,Credit Card,June
04-10-2025,Spencers,1671.11,Grocery,Net Banking,October
13-12-2025,Yulu Bikes,1613.43,Transport,Debit Card,December
26-04-2025,Myntra,10701.7,Online Shopping,Credit Card,April
05-12-2025,Burger King,966.17,Food,Debit Card,December
07-05-2025,Amazon Prime,593.96,Entertainment,Credit Card,May
11-10-2025,Sony Center,50830.94,Electronics,UPI,October
24-09-2025,Booking.com,26504.29,Travel,UPI,September
05-03-2025,Spencers,4317.2,Grocery,UPI,March
04-11-2025,Goibibo,9802.09,Travel,Credit Card,November
25-05-2025,OYO,26838.29,Travel,Debit Card,May
30-05-2025,BMTC,1683.14,Transport,Net Banking,May
27-07-2025,DMart,2974.49,Grocery,UPI,July
28-04-2025,MedPlus,1510.32,Healthcare,Net Banking,April
09-09-2025,Nilgiris,2332.17,Grocery,Net Banking,September
08-01-2025,MedPlus,3800.8,Healthcare,Credit Card,January
26-11-2025,Sony Center,73315.08,Electronics,Credit Card,November
06-02-2025,TSRTC,1597.16,Transport,Net Banking,February
20-04-2025,Nykaa,5447.06,Online Shopping,Net Banking,April
30-08-2025,Apollo Pharmacy,1776.72,Healthcare,Debit Card,August
01-02-2025,Booking.com,16696.36,Travel,Net Banking,February
05-02-2025,Star Bazaar,3796.5,Grocery,Debit Card,February
31-12-2025,Rapido,1280.04,Transport,Credit Card,December
03-03-2025,Spencers,3591.6,Grocery,Net Banking,March
24-03-2025,Property Tax Online,5538.89,Bills,Debit Card,March
05-01-2025,KFC,1341.92,Food,Credit Card,January
25-02-2025,Pantaloons,4959.44,Clothing,Net Banking,February
28-02-2025,Flipkart,3373.93,Online Shopping,UPI,February
08-01-2025,Hotstar,573.75,Entertainment,Debit Card,January
09-04-2025,Meru Cabs,766.8,Transport,Debit Card,April
14-05-2025,Goibibo,29218.23,Travel,UPI,May
11-05-2025,Zee5,907.87,Entertainment,Debit Card,May
27-02-2025,Fortis,14786.29,Healthcare,Credit Card,February
02-09-2025,Tata Cliq,6012.98,Online Shopping,UPI,September
20-03-2025,RedBus,1992.82,Transport,Net Banking,March
17-07-2025,Amazon Prime,332.2,Entertainment,UPI,July
04-12-2025,Reliance Fresh,1521.79,Grocery,Credit Card,December
15-01-2025,Starbucks,902.28,Food,Debit Card,January
24-08-2025,Kauvery,7750.85,Healthcare,Net Banking,August
04-09-2025,OYO,16201.24,Travel,Credit Card,September
13-01-2025,Allen Solly,7152.43,Clothing,Credit Card,January
10-06-2025,Dell Exclusive,142618.89,Electronics,UPI,June
22-06-2025,Vivo Store,40569.73,Electronics,UPI,June
10-05-2025,Apollo Pharmacy,758.12,Healthcare,Net Banking,May
07-10-2025,Asus Store,146738.13,Electronics,Net Banking,October
25-07-2025,Subway,306.57,Food,Credit Card,July
08-04-2025,Aha,697.69,Entertainment,Debit Card,April
21-09-2025,Snapdeal,19363.84,Online Shopping,UPI,September
20-04-2025,CCD,419.02,Food,UPI,April
16-04-2025,Pizza Hut,1476.81,Food,Debit Card,April
22-03-2025,Nilgiris,1524.09,Grocery,Debit Card,March
02-06-2025,Jio Fiber,5625.53,Bills,Debit Card,June
25-02-2025,Apple Music,611.35,Entertainment,Credit Card,February
21-07-2025,Yulu Bikes,770.03,Transport,Debit Card,July
24-10-2025,Fortis,18682.5,Healthcare,Net Banking,October
08-03-2025,HP World,5691.5,Electronics,UPI,March
02-09-2025,Vivo Store,133751.8,Electronics,Credit Card,September
14-12-2025,Asus Store,29241.25,Electronics,Credit Card,December
16-08-2025,CCD,699.11,Food,Credit Card,August
23-12-2025,Meesho,16181.58,Online Shopping,UPI,December
13-04-2025,Metro Rail,349.23,Transport,Credit Card,April
18-12-2025,More Supermarket,2250.23,Grocery,Net Banking,December
01-08-2025,Boat Lifestyle,111657.94,Electronics,Net Banking,August
30-03-2025,MakeMyTrip,3404.91,Travel,Credit Card,March
13-05-2025,Yulu Bikes,58.21,Transport,Net Banking,May
23-12-2025,Rapido,1121.25,Transport,Debit Card,December
26-01-2025,1mg,3969.59,Healthcare,UPI,January
04-05-2025,Starbucks,379.02,Food,Credit Card,May
31-08-2025,More Supermarket,3539.05,Grocery,Net Banking,August
23-02-2025,Goibibo,16573.84,Travel,Debit Card,February
19-01-2025,Sony Center,91298.76,Electronics,Net Banking,January
19-11-2025,CCD,564.1,Food,UPI,November
16-11-2025,Reliance Digital,112761.81,Electronics,Credit Card,November
22-11-2025,Barbeque Nation,590.7,Food,Debit Card,November
26-03-2025,Apollo Hospital,17138.8,Healthcare,Debit Card,March
07-03-2025,Flipkart,1208.77,Online Shopping,Net Banking,March
26-12-2025,Max Fashion,4704.32,Clothing,UPI,December
06-05-2025,Tata Cliq,4419.55,Online Shopping,Debit Card,May
17-02-2025,PharmEasy,18212.65,Healthcare,Net Banking,February
12-02-2025,BMTC,1216.73,Transport,Net Banking,February
01-12-2025,More Supermarket,3510.13,Grocery,Net Banking,December
09-05-2025,Apple Music,746.94,Entertainment,Net Banking,May
21-01-2025,Star Bazaar,1564.4,Grocery,Debit Card,January
12-05-2025,Vodafone Idea,4962.2,Bills,Debit Card,May
