Date,Description,Amount,Category,PaymentMethod,Month,Year,Month_Number,Day,Weekday
2025-09-06,croma,102084.89,Electronics,Net Banking,September,2025,9,6,Saturday
2025-09-22,puma,3139.51,Clothing,UPI,September,2025,9,22,Monday
2025-06-24,oneplus,94527.81,Electronics,Net Banking,June,2025,6,24,Tuesday
2025-01-24,tneb,946.49,Bills,Net Banking,January,2025,1,24,Friday
2025-02-05,spotify,773.52,Entertainment,UPI,February,2025,2,5,Wednesday
2025-01-16,star bazaar,3028.9,Grocery,Net Banking,January,2025,1,16,Thursday
2025-09-18,water board,3593.83,Bills,Debit Card,September,2025,9,18,Thursday
2025-02-05,spencers,3307.49,Grocery,UPI,February,2025,2,5,Wednesday
2025-11-26,ccd,1154.09,Food,Net Banking,November,2025,11,26,Wednesday
2025-05-16,burger king,728.11,Food,Credit Card,May,2025,5,16,Friday
2025-05-11,cloudnine,14416.26,Healthcare,Debit Card,May,2025,5,11,Sunday
2025-12-31,oneplus,92539.39,Electronics,Net Banking,December,2025,12,31,Wednesday
2025-12-10,nykaa,19138.31,Online Shopping,Debit Card,December,2025,12,10,Wednesday
2025-03-07,apollo hospital,19171.26,Healthcare,UPI,March,2025,3,7,Friday
2025-04-11,kfc,1186.64,Food,Debit Card,April,2025,4,11,Friday
2025-04-18,fortis,14521.31,Healthcare,UPI,April,2025,4,18,Friday
2025-04-11,adidas,5316.1,Clothing,Net Banking,April,2025,4,11,Friday
2025-05-13,dell exclusive,93854.85,Electronics,Net Banking,May,2025,5,13,Tuesday
2025-12-07,snapdeal,10112.47,Online Shopping,Net Banking,December,2025,12,7,Sunday
2025-07-03,cream stone,150.46,Food,Net Banking,July,2025,7,3,Thursday
2025-07-13,mi store,9900.85,Electronics,Net Banking,July,2025,7,13,Sunday
2025-11-17,indigo,21171.58,Travel,UPI,November,2025,11,17,Monday
2025-01-14,act fibernet,938.83,Bills,Credit Card,January,2025,1,14,Tuesday
2025-08-20,irctc,6788.85,Travel,Net Banking,August,2025,8,20,Wednesday
2025-05-24,dmart,4290.64,Grocery,Debit Card,May,2025,5,24,Saturday
2025-01-17,tneb,4550.61,Bills,Credit Card,January,2025,1,17,Friday
2025-06-13,property tax online,3866.92,Bills,Net Banking,June,2025,6,13,Friday
2025-08-08,allen solly,2092.53,Clothing,Debit Card,August,2025,8,8,Friday
2025-04-22,noise,29492.37,Electronics,Credit Card,April,2025,4,22,Tuesday
2025-09-13,amazon,12278.1,Online Shopping,UPI,September,2025,9,13,Saturday
2025-09-18,air india,12883.14,Travel,Credit Card,September,2025,9,18,Thursday
2025-04-29,youtube premium,950.86,Entertainment,UPI,April,2025,4,29,Tuesday
2025-01-25,irctc,5858.15,Travel,Net Banking,January,2025,1,25,Saturday
2025-05-09,airtel,4626.98,Bills,Debit Card,May,2025,5,9,Friday
2025-08-14,airtel,2641.59,Bills,Net Banking,August,2025,8,14,Thursday
2025-03-04,meru cabs,602.24,Transport,Debit Card,March,2025,3,4,Tuesday
2025-10-28,ola,1357.91,Transport,Net Banking,October,2025,10,28,Tuesday
2025-12-05,youtube premium,916.74,Entertainment,Credit Card,December,2025,12,5,Friday
2025-11-25,allen solly,5521.72,Clothing,UPI,November,2025,11,25,Tuesday
2025-03-04,myntra,1787.01,Online Shopping,UPI,March,2025,3,4,Tuesday
2025-02-21,apple music,635.98,Entertainment,Net Banking,February,2025,2,21,Friday
2025-10-01,dmart,1487.51,Grocery,Debit Card,October,2025,10,1,Wednesday
2025-11-11,starbucks,519.46,Food,Debit Card,November,2025,11,11,Tuesday
2025-12-31,chai point,457.49,Food,Debit Card,December,2025,12,31,Wednesday
2025-11-19,act fibernet,2993.98,Bills,Credit Card,November,2025,11,19,Wednesday
2025-07-22,meesho,6781.56,Online Shopping,Net Banking,July,2025,7,22,Tuesday
2025-10-30,rapido,1862.9,Transport,Credit Card,October,2025,10,30,Thursday
2025-06-14,property tax online,2975.76,Bills,Debit Card,June,2025,6,14,Saturday
2025-06-19,gas agency,4867.79,Bills,UPI,June,2025,6,19,Thursday
2025-02-14,hotstar,812.11,Entertainment,UPI,February,2025,2,14,Friday
2025-07-02,hp world,126421.06,Electronics,Debit Card,July,2025,7,2,Wednesday
2025-07-20,booking.com,21714.2,Travel,Credit Card,July,2025,7,20,Sunday
2025-08-25,apollo hospital,14166.66,Healthcare,Credit Card,August,2025,8,25,Monday
2025-03-19,apollo pharmacy,17889.69,Healthcare,UPI,March,2025,3,19,Wednesday
2025-05-14,woodland,7646.12,Clothing,UPI,May,2025,5,14,Wednesday
2025-03-15,yulu bikes,1328.05,Transport,Credit Card,March,2025,3,15,Saturday
2025-04-27,hotstar,800.87,Entertainment,Credit Card,April,2025,4,27,Sunday
2025-12-19,woodland,591.33,Clothing,UPI,December,2025,12,19,Friday
2025-06-22,water board,4557.25,Bills,Credit Card,June,2025,6,22,Sunday
2025-08-22,cloudnine,8986.21,Healthcare,UPI,August,2025,8,22,Friday
2025-09-30,bigbazaar,4187.76,Grocery,Credit Card,September,2025,9,30,Tuesday
2025-11-02,boat lifestyle,138750.17,Electronics,Debit Card,November,2025,11,2,Sunday
2025-12-29,noise,121441.21,Electronics,Net Banking,December,2025,12,29,Monday
2025-07-21,oneplus,86790.29,Electronics,Debit Card,July,2025,7,21,Monday
2025-07-23,meru cabs,379.57,Transport,Net Banking,July,2025,7,23,Wednesday
2025-12-15,tneb,903.8,Bills,Net Banking,December,2025,12,15,Monday
2025-01-24,asus store,79698.14,Electronics,Net Banking,January,2025,1,24,Friday
2025-06-09,fortis,17412.21,Healthcare,Net Banking,June,2025,6,9,Monday
2025-12-19,yulu bikes,1370.47,Transport,UPI,December,2025,12,19,Friday
2025-07-15,us polo,5186.54,Clothing,Net Banking,July,2025,7,15,Tuesday
2025-12-26,bmtc,1334.25,Transport,Net Banking,December,2025,12,26,Friday
2025-03-01,netmeds,7703.86,Healthcare,Net Banking,March,2025,3,1,Saturday
2025-09-10,netflix,176.31,Entertainment,Debit Card,September,2025,9,10,Wednesday
2025-01-11,jio fiber,4175.51,Bills,UPI,January,2025,1,11,Saturday
2025-01-24,spencers,3226.9,Grocery,Debit Card,January,2025,1,24,Friday
2025-11-13,biba,3577.56,Clothing,Debit Card,November,2025,11,13,Thursday
2025-10-14,property tax online,5052.83,Bills,Debit Card,October,2025,10,14,Tuesday
2025-10-23,act fibernet,558.76,Bills,Debit Card,October,2025,10,23,Thursday
2025-10-06,puma,2291.3,Clothing,UPI,October,2025,10,6,Monday
2025-12-28,redbus,736.24,Transport,Net Banking,December,2025,12,28,Sunday
2025-05-19,starbucks,911.9,Food,Debit Card,May,2025,5,19,Monday
2025-08-15,flipkart,6605.3,Online Shopping,Credit Card,August,2025,8,15,Friday
2025-09-23,saravana bhavan,450.05,Food,Net Banking,September,2025,9,23,Tuesday
2025-05-29,booking.com,26577.89,Travel,Debit Card,May,2025,5,29,Thursday
2025-05-03,nykaa,8368.84,Online Shopping,Net Banking,May,2025,5,3,Saturday
2025-11-18,apollo hospital,8795.87,Healthcare,Credit Card,November,2025,11,18,Tuesday
2025-03-22,us polo,4198.96,Clothing,Credit Card,March,2025,3,22,Saturday
2025-09-21,netflix,617.71,Entertainment,Debit Card,September,2025,9,21,Sunday
2025-06-23,lenskart,8136.23,Online Shopping,Debit Card,June,2025,6,23,Monday
2025-04-16,vodafone idea,4982.06,Bills,Credit Card,April,2025,4,16,Wednesday
2025-07-11,subway,131.78,Food,UPI,July,2025,7,11,Friday
2025-04-26,meru cabs,87.44,Transport,Net Banking,April,2025,4,26,Saturday
2025-10-26,spencers,4080.83,Grocery,Credit Card,October,2025,10,26,Sunday
2025-12-30,asus store,29429.76,Electronics,UPI,December,2025,12,30,Tuesday
2025-01-05,1mg,8486.73,Healthcare,Credit Card,January,2025,1,5,Sunday
2025-10-19,bmtc,1545.39,Transport,Net Banking,October,2025,10,19,Sunday
2025-09-11,uber,883.23,Transport,Debit Card,September,2025,9,11,Thursday
2025-05-16,sony center,18955.81,Electronics,Net Banking,May,2025,5,16,Friday
2025-02-05,adidas,4092.11,Clothing,Debit Card,February,2025,2,5,Wednesday
2025-07-18,tata cliq,9198.23,Online Shopping,Credit Card,July,2025,7,18,Friday
2025-01-01,tneb,3430.73,Bills,Credit Card,January,2025,1,1,Wednesday
2025-07-26,air india,22231.53,Travel,UPI,July,2025,7,26,Saturday
2025-05-12,amazon,16121.32,Online Shopping,Net Banking,May,2025,5,12,Monday
2025-08-26,nature's basket,1522.8,Grocery,Debit Card,August,2025,8,26,Tuesday
2025-04-04,barbeque nation,399.31,Food,UPI,April,2025,4,4,Friday
2025-09-28,netmeds,3255.16,Healthcare,Debit Card,September,2025,9,28,Sunday
2025-06-10,max fashion,5048.6,Clothing,Net Banking,June,2025,6,10,Tuesday
2025-01-05,burger king,250.72,Food,UPI,January,2025,1,5,Sunday
2025-03-16,airasia,22608.88,Travel,Net Banking,March,2025,3,16,Sunday
2025-01-16,taco bell,417.71,Food,Debit Card,January,2025,1,16,Thursday
2025-09-21,bmtc,665.42,Transport,UPI,September,2025,9,21,Sunday
2025-01-02,lenskart,5764.96,Online Shopping,UPI,January,2025,1,2,Thursday
2025-12-05,netflix,614.75,Entertainment,UPI,December,2025,12,5,Friday
2025-01-13,jio fiber,1614.14,Bills,Net Banking,January,2025,1,13,Monday
2025-01-14,asus store,64262.79,Electronics,Debit Card,January,2025,1,14,Tuesday
2025-08-08,uber,1314.2,Transport,Debit Card,August,2025,8,8,Friday
2025-06-26,apple music,663.07,Entertainment,Debit Card,June,2025,6,26,Thursday
2025-01-07,spotify,198.5,Entertainment,Debit Card,January,2025,1,7,Tuesday
2025-07-02,air india,19334.56,Travel,Debit Card,July,2025,7,2,Wednesday
2025-02-21,nature's basket,3885.4,Grocery,Debit Card,February,2025,2,21,Friday
2025-11-08,gas agency,358.14,Bills,Net Banking,November,2025,11,8,Saturday
2025-10-11,sonyliv,495.23,Entertainment,UPI,October,2025,10,11,Saturday
2025-07-29,zara,6321.93,Clothing,UPI,July,2025,7,29,Tuesday
2025-11-02,netmeds,8642.98,Healthcare,UPI,November,2025,11,2,Sunday
2025-08-25,bsnl,5372.21,Bills,Credit Card,August,2025,8,25,Monday
2025-06-02,aha,152.7,Entertainment,Debit Card,June,2025,6,2,Monday
2025-10-25,yatra,26225.92,Travel,Credit Card,October,2025,10,25,Saturday
2025-06-14,kauvery,10528.04,Healthcare,Debit Card,June,2025,6,14,Saturday
2025-08-30,ajio,3276.5,Online Shopping,Credit Card,August,2025,8,30,Saturday
2025-07-17,yatra,24172.14,Travel,Credit Card,July,2025,7,17,Thursday
2025-02-16,myntra,9201.83,Online Shopping,Credit Card,February,2025,2,16,Sunday
2025-08-03,subway,720.76,Food,Net Banking,August,2025,8,3,Sunday
2025-06-20,indigo,21434.61,Travel,Debit Card,June,2025,6,20,Friday
2025-09-23,hotstar,272.22,Entertainment,Credit Card,September,2025,9,23,Tuesday
2025-01-22,amazon prime,717.9,Entertainment,Credit Card,January,2025,1,22,Wednesday
2025-07-13,bigbazaar,2723.88,Grocery,Credit Card,July,2025,7,13,Sunday
2025-04-14,pantaloons,2666.09,Clothing,Debit Card,April,2025,4,14,Monday
2025-12-22,subway,1405.12,Food,Credit Card,December,2025,12,22,Monday
2025-09-30,yulu bikes,236.77,Transport,Credit Card,September,2025,9,30,Tuesday
2025-10-13,yulu bikes,603.78,Transport,Credit Card,October,2025,10,13,Monday
2025-08-29,rapido,1940.48,Transport,UPI,August,2025,8,29,Friday
2025-07-28,bigbazaar,222.48,Grocery,Debit Card,July,2025,7,28,Monday
2025-01-04,subway,603.38,Food,UPI,January,2025,1,4,Saturday
2025-04-19,croma,148113.75,Electronics,Debit Card,April,2025,4,19,Saturday
2025-02-19,allen solly,7913.89,Clothing,Debit Card,February,2025,2,19,Wednesday
2025-10-25,flipkart,16816.51,Online Shopping,UPI,October,2025,10,25,Saturday
2025-11-24,subway,472.83,Food,Debit Card,November,2025,11,24,Monday
2025-06-06,jio fiber,3376.56,Bills,Credit Card,June,2025,6,6,Friday
2025-01-02,pantaloons,3911.64,Clothing,Credit Card,January,2025,1,2,Thursday
2025-12-22,zara,2511.12,Clothing,Debit Card,December,2025,12,22,Monday
2025-04-29,oyo,22066.8,Travel,Debit Card,April,2025,4,29,Tuesday
2025-09-14,cream stone,1141.01,Food,Debit Card,September,2025,9,14,Sunday
2025-08-08,bsnl,3039.44,Bills,Debit Card,August,2025,8,8,Friday
2025-09-28,pizza hut,940.41,Food,Net Banking,September,2025,9,28,Sunday
2025-01-29,pantaloons,2657.47,Clothing,Debit Card,January,2025,1,29,Wednesday
2025-06-24,netmeds,16586.35,Healthcare,Credit Card,June,2025,6,24,Tuesday
2025-09-27,meesho,5700.11,Online Shopping,Net Banking,September,2025,9,27,Saturday
2025-10-07,apollo hospital,7435.35,Healthcare,UPI,October,2025,10,7,Tuesday
2025-08-31,boat lifestyle,20234.55,Electronics,UPI,August,2025,8,31,Sunday
2025-12-22,youtube premium,107.6,Entertainment,Net Banking,December,2025,12,22,Monday
2025-10-13,cream stone,717.38,Food,Net Banking,October,2025,10,13,Monday
2025-06-22,bigbazaar,3864.47,Grocery,Credit Card,June,2025,6,22,Sunday
2025-02-08,dell exclusive,31533.94,Electronics,Debit Card,February,2025,2,8,Saturday
2025-10-19,apple music,131.87,Entertainment,UPI,October,2025,10,19,Sunday
2025-10-15,mi store,135981.42,Electronics,Net Banking,October,2025,10,15,Wednesday
2025-02-05,burger king,380.35,Food,UPI,February,2025,2,5,Wednesday
2025-09-26,woodland,5696.22,Clothing,Net Banking,September,2025,9,26,Friday
2025-09-16,zee5,749.57,Entertainment,Credit Card,September,2025,9,16,Tuesday
2025-11-23,tneb,432.5,Bills,Debit Card,November,2025,11,23,Sunday
2025-05-05,indigo,7358.45,Travel,Debit Card,May,2025,5,5,Monday
2025-04-29,airasia,13433.27,Travel,Credit Card,April,2025,4,29,Tuesday
2025-09-12,fortis,6269.66,Healthcare,Credit Card,September,2025,9,12,Friday
2025-06-08,myntra,2305.91,Online Shopping,Credit Card,June,2025,6,8,Sunday
2025-01-27,starbucks,429.92,Food,Credit Card,January,2025,1,27,Monday
2025-02-26,kauvery,3852.04,Healthcare,Debit Card,February,2025,2,26,Wednesday
2025-10-14,noise,109598.04,Electronics,Credit Card,October,2025,10,14,Tuesday
2025-11-25,kfc,1343.19,Food,Credit Card,November,2025,11,25,Tuesday
2025-08-08,snapdeal,19066.67,Online Shopping,Credit Card,August,2025,8,8,Friday
2025-06-18,samsung store,84176.23,Electronics,UPI,June,2025,6,18,Wednesday
2025-10-22,levis,2948.84,Clothing,Net Banking,October,2025,10,22,Wednesday
2025-11-15,youtube premium,173.75,Entertainment,Net Banking,November,2025,11,15,Saturday
2025-03-26,puma,3893.43,Clothing,Debit Card,March,2025,3,26,Wednesday
2025-09-19,flipkart,7438.84,Online Shopping,UPI,September,2025,9,19,Friday
2025-02-04,woodland,2692.12,Clothing,Debit Card,February,2025,2,4,Tuesday
2025-07-03,reliance fresh,3341.18,Grocery,UPI,July,2025,7,3,Thursday
2025-02-10,nilgiris,4543.73,Grocery,Credit Card,February,2025,2,10,Monday
2025-02-06,paradise biryani,601.51,Food,Credit Card,February,2025,2,6,Thursday
2025-04-26,aster,6560.89,Healthcare,Debit Card,April,2025,4,26,Saturday
2025-11-15,zee5,437.88,Entertainment,Net Banking,November,2025,11,15,Saturday
2025-12-03,vodafone idea,5962.32,Bills,Debit Card,December,2025,12,3,Wednesday
2025-10-04,ajio,8552.37,Online Shopping,UPI,October,2025,10,4,Saturday
2025-01-17,mi store,21677.29,Electronics,Debit Card,January,2025,1,17,Friday
2025-10-11,jio fiber,2014.05,Bills,Net Banking,October,2025,10,11,Saturday
2025-02-22,tsrtc,897.95,Transport,UPI,February,2025,2,22,Saturday
2025-02-23,apple music,241.94,Entertainment,Net Banking,February,2025,2,23,Sunday
2025-01-05,myntra,15790.2,Online Shopping,Net Banking,January,2025,1,5,Sunday
2025-07-30,reliance fresh,4460.8,Grocery,Credit Card,July,2025,7,30,Wednesday
2025-07-23,nilgiris,1478.7,Grocery,Credit Card,July,2025,7,23,Wednesday
2025-07-19,paradise biryani,1414.48,Food,UPI,July,2025,7,19,Saturday
2025-10-19,lenskart,10691.39,Online Shopping,Net Banking,October,2025,10,19,Sunday
2025-10-15,tneb,2554.16,Bills,Debit Card,October,2025,10,15,Wednesday
2025-06-23,zee5,415.54,Entertainment,Net Banking,June,2025,6,23,Monday
2025-04-20,more supermarket,1418.76,Grocery,Credit Card,April,2025,4,20,Sunday
2025-08-31,gaana,286.31,Entertainment,Credit Card,August,2025,8,31,Sunday
2025-02-25,apple music,634.76,Entertainment,Credit Card,February,2025,2,25,Tuesday
2025-06-17,mi store,58363.45,Electronics,Credit Card,June,2025,6,17,Tuesday
2025-09-02,jiomart,3667.02,Grocery,Debit Card,September,2025,9,2,Tuesday
2025-07-14,goibibo,23483.65,Travel,Net Banking,July,2025,7,14,Monday
2025-09-20,paradise biryani,1229.64,Food,UPI,September,2025,9,20,Saturday
2025-02-08,myntra,14395.95,Online Shopping,Credit Card,February,2025,2,8,Saturday
2025-12-23,hp world,147742.75,Electronics,UPI,December,2025,12,23,Tuesday
2025-02-24,uber,541.69,Transport,UPI,February,2025,2,24,Monday
2025-03-30,starbucks,229.29,Food,Credit Card,March,2025,3,30,Sunday
2025-10-24,vodafone idea,968.04,Bills,Credit Card,October,2025,10,24,Friday
2025-04-15,reliance digital,114392.15,Electronics,Net Banking,April,2025,4,15,Tuesday
2025-12-05,medplus,1267.93,Healthcare,Credit Card,December,2025,12,5,Friday
2025-09-26,saravana bhavan,256.89,Food,Net Banking,September,2025,9,26,Friday
2025-09-20,jiomart,227.03,Grocery,Net Banking,September,2025,9,20,Saturday
2025-02-09,hotstar,182.89,Entertainment,Credit Card,February,2025,2,9,Sunday
2025-04-07,tneb,4129.39,Bills,UPI,April,2025,4,7,Monday
2025-03-13,goibibo,5145.97,Travel,Net Banking,March,2025,3,13,Thursday
2025-07-01,puma,3961.59,Clothing,UPI,July,2025,7,1,Tuesday
2025-10-28,aha,879.1,Entertainment,Debit Card,October,2025,10,28,Tuesday
2025-12-26,apollo hospital,9301.88,Healthcare,UPI,December,2025,12,26,Friday
2025-02-02,bigbazaar,1177.09,Grocery,UPI,February,2025,2,2,Sunday
2025-01-30,bigbazaar,2707.04,Grocery,Net Banking,January,2025,1,30,Thursday
2025-04-20,air india,23200.21,Travel,Credit Card,April,2025,4,20,Sunday
2025-05-29,meesho,4963.36,Online Shopping,Net Banking,May,2025,5,29,Thursday
2025-03-06,property tax online,5395.3,Bills,Debit Card,March,2025,3,6,Thursday
2025-07-15,paradise biryani,398.32,Food,Debit Card,July,2025,7,15,Tuesday
2025-12-13,dmart,1929.77,Grocery,Net Banking,December,2025,12,13,Saturday
2025-07-13,medplus,17594.3,Healthcare,Credit Card,July,2025,7,13,Sunday
2025-10-25,chai point,478.5,Food,Debit Card,October,2025,10,25,Saturday
2025-06-28,nykaa,15605.72,Online Shopping,Debit Card,June,2025,6,28,Saturday
2025-07-01,boat lifestyle,94778.38,Electronics,Net Banking,July,2025,7,1,Tuesday
2025-10-26,yulu bikes,1805.67,Transport,Debit Card,October,2025,10,26,Sunday
2025-11-07,pantaloons,1345.01,Clothing,Debit Card,November,2025,11,7,Friday
2025-12-11,jiomart,4115.73,Grocery,UPI,December,2025,12,11,Thursday
2025-09-23,croma,111508.11,Electronics,Net Banking,September,2025,9,23,Tuesday
2025-08-31,fortis,926.03,Healthcare,Net Banking,August,2025,8,31,Sunday
2025-12-12,pharmeasy,13588.9,Healthcare,Credit Card,December,2025,12,12,Friday
2025-12-31,apple music,984.95,Entertainment,UPI,December,2025,12,31,Wednesday
2025-09-20,1mg,8383.71,Healthcare,Debit Card,September,2025,9,20,Saturday
2025-07-12,nike,6398.3,Clothing,Net Banking,July,2025,7,12,Saturday
2025-10-04,jiomart,2194.65,Grocery,Debit Card,October,2025,10,4,Saturday
2025-03-02,pizza hut,1026.85,Food,Net Banking,March,2025,3,2,Sunday
2025-03-01,oneplus,10205.6,Electronics,Net Banking,March,2025,3,1,Saturday
2025-02-01,bsnl,1447.57,Bills,Net Banking,February,2025,2,1,Saturday
2025-05-15,myntra,7940.13,Online Shopping,Net Banking,May,2025,5,15,Thursday
2025-09-19,bigbazaar,1650.73,Grocery,Credit Card,September,2025,9,19,Friday
2025-08-05,vistara,8145.56,Travel,Debit Card,August,2025,8,5,Tuesday
2025-05-02,tneb,2097.66,Bills,Debit Card,May,2025,5,2,Friday
2025-02-11,spencers,3691.33,Grocery,UPI,February,2025,2,11,Tuesday
2025-09-13,apollo hospital,7570.81,Healthcare,UPI,September,2025,9,13,Saturday
2025-03-29,water board,3065.66,Bills,Net Banking,March,2025,3,29,Saturday
2025-10-14,aha,545.36,Entertainment,Credit Card,October,2025,10,14,Tuesday
2025-08-04,irctc,11994.56,Travel,Debit Card,August,2025,8,4,Monday
2025-02-05,medplus,12978.68,Healthcare,Net Banking,February,2025,2,5,Wednesday
2025-03-16,zara,2533.35,Clothing,UPI,March,2025,3,16,Sunday
2025-10-15,snapdeal,7087.24,Online Shopping,UPI,October,2025,10,15,Wednesday
2025-10-12,paradise biryani,271.57,Food,UPI,October,2025,10,12,Sunday
2025-12-07,vistara,29022.21,Travel,UPI,December,2025,12,7,Sunday
2025-01-21,woodland,4335.83,Clothing,Debit Card,January,2025,1,21,Tuesday
2025-03-16,nykaa,5140.13,Online Shopping,Debit Card,March,2025,3,16,Sunday
2025-02-11,hp world,86466.42,Electronics,Debit Card,February,2025,2,11,Tuesday
2025-07-29,nike,5381.05,Clothing,Net Banking,July,2025,7,29,Tuesday
2025-08-10,apple music,179.49,Entertainment,Debit Card,August,2025,8,10,Sunday
2025-05-31,water board,1788.91,Bills,Credit Card,May,2025,5,31,Saturday
2025-04-10,starbucks,596.09,Food,Net Banking,April,2025,4,10,Thursday
2025-06-05,meru cabs,1002.39,Transport,Credit Card,June,2025,6,5,Thursday
2025-03-23,amazon,8299.29,Online Shopping,UPI,March,2025,3,23,Sunday
2025-12-07,sony center,75591.45,Electronics,UPI,December,2025,12,7,Sunday
2025-06-29,irctc,9441.74,Travel,Credit Card,June,2025,6,29,Sunday
2025-12-02,netflix,481.45,Entertainment,Credit Card,December,2025,12,2,Tuesday
2025-09-07,uber,308.35,Transport,Debit Card,September,2025,9,7,Sunday
2025-08-26,adidas,2692.23,Clothing,Net Banking,August,2025,8,26,Tuesday
